"","part_id","cond","betas","funcMask","anatROI"
"199",10,"GS2_V3",-3.06981054547301,"CSplusVsCSminus","daINS_space-EPI.nii"
"200",10,"CSminus_V4",0.332048814315973,"CSplusVsCSminus","daINS_space-EPI.nii"
"201",11,"CSplus_V1",0.724847671125779,"CSplusVsCSminus","daINS_space-EPI.nii"
"202",11,"GS1_V2",2.5986566823065,"CSplusVsCSminus","daINS_space-EPI.nii"
"203",11,"GS2_V3",1.91638096835482,"CSplusVsCSminus","daINS_space-EPI.nii"
"204",11,"CSminus_V4",-1.44924871830279,"CSplusVsCSminus","daINS_space-EPI.nii"
"205",12,"CSplus_V4",3.90176987562453,"CSplusVsCSminus","daINS_space-EPI.nii"
"206",12,"GS1_V3",-1.65405618923418,"CSplusVsCSminus","daINS_space-EPI.nii"
"207",12,"GS2_V2",-2.66521567042079,"CSplusVsCSminus","daINS_space-EPI.nii"
"208",12,"CSminus_V1",-2.54963240676234,"CSplusVsCSminus","daINS_space-EPI.nii"
"209",13,"CSplus_V4",-0.200402272018519,"CSplusVsCSminus","daINS_space-EPI.nii"
"210",13,"GS1_V3",-2.74475222988206,"CSplusVsCSminus","daINS_space-EPI.nii"
"211",13,"GS2_V2",-1.78538113704138,"CSplusVsCSminus","daINS_space-EPI.nii"
"212",13,"CSminus_V1",-1.42823230874453,"CSplusVsCSminus","daINS_space-EPI.nii"
"213",14,"CSplus_V1",-5.09910353462092,"CSplusVsCSminus","daINS_space-EPI.nii"
"214",14,"GS1_V2",1.04704942737826,"CSplusVsCSminus","daINS_space-EPI.nii"
"215",14,"GS2_V3",-3.51324544012832,"CSplusVsCSminus","daINS_space-EPI.nii"
"216",14,"CSminus_V4",-4.72611871019505,"CSplusVsCSminus","daINS_space-EPI.nii"
"217",15,"CSplus_V1",4.60982628095378,"CSplusVsCSminus","daINS_space-EPI.nii"
"218",15,"GS1_V2",3.3366071652425,"CSplusVsCSminus","daINS_space-EPI.nii"
"219",15,"GS2_V3",3.78253365782508,"CSplusVsCSminus","daINS_space-EPI.nii"
"220",15,"CSminus_V4",-0.0319235311134865,"CSplusVsCSminus","daINS_space-EPI.nii"
"221",17,"CSplus_V4",2.06019276391234,"CSplusVsCSminus","daINS_space-EPI.nii"
"222",17,"GS1_V3",-2.10938534454296,"CSplusVsCSminus","daINS_space-EPI.nii"
"223",17,"GS2_V2",-5.93046426944185,"CSplusVsCSminus","daINS_space-EPI.nii"
"224",17,"CSminus_V1",-0.298894389430016,"CSplusVsCSminus","daINS_space-EPI.nii"
"225",18,"CSplus_V1",2.80457793233212,"CSplusVsCSminus","daINS_space-EPI.nii"
"226",18,"GS1_V2",-0.440169957123305,"CSplusVsCSminus","daINS_space-EPI.nii"
"227",18,"GS2_V3",-4.04784979860178,"CSplusVsCSminus","daINS_space-EPI.nii"
